video_id,url,titulo,likes,dislikes,salvos,downloads,duracao,comentarios,qualidade_px,canal_id,canal_nome,canal_inscritos,categorias,palavras_chave,descricao,data_postagem,visibilidade,playlist_id,playlist_nome,idioma
rAYk1ofnaGv,https://www.youtube.com/watch?v=rAYk1ofnaGv,Receitas rápidas na prática — episódio 26,179309,10973,21331,52226,00:26:29,12942,1440,UC1000006617,Canal Receitas rápidas 07,223799,Notícias;Música;Viagem,viagem;python;empreendedorismo;música;review;2025,"Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver receitas rápidas na prática — episódio 26 com exemplos diretos. Canal: Canal Receitas rápidas 07. Novos vídeos toda semana.",2019-01-03,PUBLICO,PL100006277,Receitas rápidas — Série 2,en
sjNEZMAmydc,https://www.youtube.com/watch?v=sjNEZMAmydc,Receitas rápidas: guia completo #27,77538,760,4675,1853,00:09:07,2928,2160,UC1000006617,Canal Receitas rápidas 07,223799,Educação;Viagem,economia;treino;receita;2024;avançado;python,"Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver receitas rápidas: guia completo #27 com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Receitas rápidas 07. Novos vídeos toda semana.",2024-07-05,PRIVADO,PL100006277,Receitas rápidas — Série 2,pt-BR
8Xm2S-dWe-l,https://www.youtube.com/watch?v=8Xm2S-dWe-l,Erros comuns em Receitas rápidas e como evitar (28),66101,1359,11724,3080,00:32:02,2763,480,UC1000006617,Canal Receitas rápidas 07,223799,Vlogs;Educação;Jogos,brasil;música;empreendedorismo;django;2024;produtividade,"Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver erros comuns em receitas rápidas e como evitar (28) com exemplos diretos. Canal: Canal Receitas rápidas 07. Novos vídeos toda semana.",2020-06-09,PUBLICO,PL100006332,Receitas rápidas — Série 3,pt-BR
4ix7JXgGp-w,https://www.youtube.com/watch?v=4ix7JXgGp-w,Erros comuns em Receitas rápidas e como evitar (29),76910,1304,5429,11252,00:11:34,1258,480,UC1000006617,Canal Receitas rápidas 07,223799,Vlogs;Música,treino;música;viagem;games,"Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver erros comuns em receitas rápidas e como evitar (29) com exemplos diretos. Canal: Canal Receitas rápidas 07. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas.",2022-05-23,PUBLICO,PL100006277,Receitas rápidas — Série 2,pt-BR
D4omvrqd4_U,https://www.youtube.com/watch?v=D4omvrqd4_U,Erros comuns em Receitas rápidas e como evitar (30),5383,919,2226,242,00:03:17,285,2160,UC1000006617,Canal Receitas rápidas 07,223799,Tecnologia;Humor,iniciante;humor;educação;receita,"Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver erros comuns em receitas rápidas e como evitar (30) com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Receitas rápidas 07. Novos vídeos toda semana.",2020-07-17,PUBLICO,PL100006332,Receitas rápidas — Série 3,pt-BR
z5VH9ix0ofD,https://www.youtube.com/watch?v=z5VH9ix0ofD,Receitas rápidas na prática — episódio 31,38636,3058,366,4179,00:54:48,268,2160,UC1000006617,Canal Receitas rápidas 07,223799,Viagem;Finanças,avançado;humor;games;aula,"Canal: Canal Receitas rápidas 07. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver receitas rápidas na prática — episódio 31 com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois.",2021-05-24,PUBLICO,PL100006175,Receitas rápidas — Série 1,pt-BR
wXjsqsi9jvF,https://www.youtube.com/watch?v=wXjsqsi9jvF,Erros comuns em Receitas rápidas e como evitar (32),220140,14768,53266,7075,00:03:55,25862,360,UC1000006617,Canal Receitas rápidas 07,223799,Ciência,treino;django;produtividade;2025;viagem;aula,"Neste vídeo, você vai ver erros comuns em receitas rápidas e como evitar (32) com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Receitas rápidas 07. Novos vídeos toda semana.",2020-10-06,PUBLICO,PL100006175,Receitas rápidas — Série 1,pt-BR
3d1iksfVJYJ,https://www.youtube.com/watch?v=3d1iksfVJYJ,Erros comuns em Receitas rápidas e como evitar (33),170437,22379,35080,20194,00:59:23,16758,1080,UC1000006617,Canal Receitas rápidas 07,223799,Humor;Viagem,educação;produtividade;ciência;humor;carreira;aula;saúde;economia,"Canal: Canal Receitas rápidas 07. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver erros comuns em receitas rápidas e como evitar (33) com exemplos diretos.",2022-11-03,PUBLICO,PL100006332,Receitas rápidas — Série 3,pt-BR
IIKDOPEySNy,https://www.youtube.com/watch?v=IIKDOPEySNy,Como melhorar em Receitas rápidas (dicas rápidas) [34],135704,9126,13888,12343,00:53:27,4563,2160,UC1000006617,Canal Receitas rápidas 07,223799,Música;Ciência,empreendedorismo;brasil;ciência;economia;2024;django,"Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Receitas rápidas 07. Novos vídeos toda semana. Neste vídeo, você vai ver como melhorar em receitas rápidas (dicas rápidas) [34] com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas.",2021-10-08,PUBLICO,PL100006175,Receitas rápidas — Série 1,pt-PT
_VFY9I6RsGj,https://www.youtube.com/watch?v=_VFY9I6RsGj,Como melhorar em Receitas rápidas (dicas rápidas) [35],32618,6661,6440,193,00:56:25,4055,1080,UC1000006617,Canal Receitas rápidas 07,223799,Viagem;Fitness;Finanças,python;2024;iniciante;tutorial;humor;tecnologia;saúde;produtividade,"Canal: Canal Receitas rápidas 07. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver como melhorar em receitas rápidas (dicas rápidas) [35] com exemplos diretos.",2023-05-04,PUBLICO,PL100006175,Receitas rápidas — Série 1,pt-BR
fiJnIqm2Afh,https://www.youtube.com/watch?v=fiJnIqm2Afh,Receitas rápidas: guia completo #36,29211,2557,4656,1888,00:16:02,2337,720,UC1000006617,Canal Receitas rápidas 07,223799,Jogos;Música;Culinária,brasil;carreira;economia;música,"Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Receitas rápidas 07. Novos vídeos toda semana. Neste vídeo, você vai ver receitas rápidas: guia completo #36 com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas.",2021-04-12,PUBLICO,PL100006332,Receitas rápidas — Série 3,pt-BR
I-pmF0CE6vw,https://www.youtube.com/watch?v=I-pmF0CE6vw,Receitas rápidas na prática — episódio 37,73261,978,14260,12671,00:31:27,411,360,UC1000006617,Canal Receitas rápidas 07,223799,Humor;Vlogs,aula;viagem;treino;produtividade;música;notícias;dicas,"Canal: Canal Receitas rápidas 07. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver receitas rápidas na prática — episódio 37 com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois.",2023-11-24,PUBLICO,PL100006277,Receitas rápidas — Série 2,pt-BR
X4AVsjWvZAB,https://www.youtube.com/watch?v=X4AVsjWvZAB,Como melhorar em Receitas rápidas (dicas rápidas) [38],92606,4075,15131,14380,00:33:03,7997,2160,UC1000006617,Canal Receitas rápidas 07,223799,Tecnologia;Vlogs;Educação,carreira;receita;ciência;treino;dicas;saúde;python,"Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver como melhorar em receitas rápidas (dicas rápidas) [38] com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Receitas rápidas 07. Novos vídeos toda semana.",2023-11-27,PUBLICO,PL100006277,Receitas rápidas — Série 2,pt-BR
9uvCzeWUgDl,https://www.youtube.com/watch?v=9uvCzeWUgDl,Receitas rápidas na prática — episódio 39,24216,2264,162,2090,00:31:55,145,1080,UC1000006617,Canal Receitas rápidas 07,223799,Culinária;Música,avançado;como fazer;rotina;passo a passo;2025;games;produtividade,"Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Receitas rápidas 07. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver receitas rápidas na prática — episódio 39 com exemplos diretos.",2022-03-26,PUBLICO,,,en
EczjimIwp7V,https://www.youtube.com/watch?v=EczjimIwp7V,Receitas rápidas na prática — episódio 40,40034,1530,71,1407,00:53:18,84,1440,UC1000006617,Canal Receitas rápidas 07,223799,Educação;Notícias;Culinária,tutorial;saúde;aula;ciência;2025,"Neste vídeo, você vai ver receitas rápidas na prática — episódio 40 com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Receitas rápidas 07. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois.",2024-03-09,PUBLICO,PL100006175,Receitas rápidas — Série 1,pt-BR
ufiWraK6-YZ,https://www.youtube.com/watch?v=ufiWraK6-YZ,Top 7 truques de Receitas rápidas — edição 41,122321,17028,19841,27447,00:52:09,4119,1440,UC1000006617,Canal Receitas rápidas 07,223799,Culinária;Finanças,aula;games;tutorial;2024;passo a passo;produtividade;receita,"Canal: Canal Receitas rápidas 07. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver top 7 truques de receitas rápidas — edição 41 com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois.",2023-04-17,PUBLICO,PL100006175,Receitas rápidas — Série 1,pt-BR
cB3s5rMYFsc,https://www.youtube.com/watch?v=cB3s5rMYFsc,Receitas rápidas na prática — episódio 42,236890,15950,46719,13414,00:32:37,841,480,UC1000006617,Canal Receitas rápidas 07,223799,Ciência,avançado;receita;tutorial;django,"Neste vídeo, você vai ver receitas rápidas na prática — episódio 42 com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Receitas rápidas 07. Novos vídeos toda semana.",2019-11-16,PUBLICO,PL100006277,Receitas rápidas — Série 2,pt-BR
f9iTQyNvbms,https://www.youtube.com/watch?v=f9iTQyNvbms,Top 7 truques de Receitas rápidas — edição 43,70676,1043,8537,7345,00:28:32,5021,1080,UC1000006617,Canal Receitas rápidas 07,223799,Viagem;Jogos,receita;tutorial;games;rotina;carreira;review,"Neste vídeo, você vai ver top 7 truques de receitas rápidas — edição 43 com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Receitas rápidas 07. Novos vídeos toda semana.",2024-10-06,PUBLICO,PL100006332,Receitas rápidas — Série 3,pt-BR
itWQ4IsszlX,https://www.youtube.com/watch?v=itWQ4IsszlX,Como melhorar em Receitas rápidas (dicas rápidas) [44],103389,360,4356,9327,00:14:13,2484,1080,UC1000006617,Canal Receitas rápidas 07,223799,Viagem;Fitness;Música,passo a passo;como fazer;ciência;tutorial,"Neste vídeo, você vai ver como melhorar em receitas rápidas (dicas rápidas) [44] com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Receitas rápidas 07. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois.",2019-09-28,PUBLICO,PL100006332,Receitas rápidas — Série 3,es
_ok6RV8HQPt,https://www.youtube.com/watch?v=_ok6RV8HQPt,Top 7 truques de Receitas rápidas — edição 45,136327,19459,16075,364,00:30:37,5376,1440,UC1000006617,Canal Receitas rápidas 07,223799,Vlogs;Notícias,carreira;avançado;games;ciência,"Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Receitas rápidas 07. Novos vídeos toda semana. Neste vídeo, você vai ver top 7 truques de receitas rápidas — edição 45 com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois.",2025-03-23,PUBLICO,,,pt-PT
F7tmU0Z1QMk,https://www.youtube.com/watch?v=F7tmU0Z1QMk,Receitas rápidas na prática — episódio 46,42584,5430,1285,932,00:30:44,1770,480,UC1000006617,Canal Receitas rápidas 07,223799,Vlogs;Educação,receita;review;avançado;2025;saúde;música,"Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver receitas rápidas na prática — episódio 46 com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Receitas rápidas 07. Novos vídeos toda semana.",2023-07-19,PUBLICO,PL100006175,Receitas rápidas — Série 1,pt-BR
RuPWkmkkbt2,https://www.youtube.com/watch?v=RuPWkmkkbt2,Erros comuns em Receitas rápidas e como evitar (47),235033,6501,84930,1682,00:01:08,1071,480,UC1000006617,Canal Receitas rápidas 07,223799,Jogos;Ciência,educação;carreira;passo a passo;tutorial;como fazer;avançado,"Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Receitas rápidas 07. Novos vídeos toda semana. Neste vídeo, você vai ver erros comuns em receitas rápidas e como evitar (47) com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois.",2025-07-15,PUBLICO,PL100006175,Receitas rápidas — Série 1,pt-BR
vY-nILjKri7,https://www.youtube.com/watch?v=vY-nILjKri7,Top 7 truques de Receitas rápidas — edição 48,223450,10542,67487,9936,00:16:16,1049,1080,UC1000006617,Canal Receitas rápidas 07,223799,Ciência;Culinária,games;django;receita;rotina;avançado;música;tecnologia,"Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver top 7 truques de receitas rápidas — edição 48 com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Receitas rápidas 07. Novos vídeos toda semana.",2022-06-20,PUBLICO,PL100006332,Receitas rápidas — Série 3,pt-BR
tekhpsn5qtj,https://www.youtube.com/watch?v=tekhpsn5qtj,Como melhorar em Receitas rápidas (dicas rápidas) [49],201947,10484,63123,8035,00:44:59,22008,1440,UC1000006617,Canal Receitas rápidas 07,223799,Viagem;Fitness;Música,tecnologia;tutorial;receita;como fazer;treino;2024;notícias,"Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Receitas rápidas 07. Novos vídeos toda semana. Neste vídeo, você vai ver como melhorar em receitas rápidas (dicas rápidas) [49] com exemplos diretos.",2021-10-29,PUBLICO,PL100006277,Receitas rápidas — Série 2,pt-PT
P5rP2OxavG1,https://www.youtube.com/watch?v=P5rP2OxavG1,Receitas rápidas: guia completo #50,127636,10962,4598,9894,00:34:48,6627,2160,UC1000006617,Canal Receitas rápidas 07,223799,Notícias,música;dicas;tecnologia;receita,"Neste vídeo, você vai ver receitas rápidas: guia completo #50 com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Receitas rápidas 07. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois.",2022-10-13,PUBLICO,PL100006332,Receitas rápidas — Série 3,pt-BR
zBsQJYz3f6L,https://www.youtube.com/watch?v=zBsQJYz3f6L,Top 7 truques de Receitas rápidas — edição 51,198121,9322,26695,4115,00:33:23,27344,1080,UC1000006617,Canal Receitas rápidas 07,223799,Viagem;Música;Jogos,2025;django;iniciante;avançado;tecnologia;tutorial;humor;educação,"Neste vídeo, você vai ver top 7 truques de receitas rápidas — edição 51 com exemplos diretos. Canal: Canal Receitas rápidas 07. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois.",2019-01-18,PUBLICO,,,pt-BR
5EYa3gjJ1cN,https://www.youtube.com/watch?v=5EYa3gjJ1cN,Top 7 truques de Receitas rápidas — edição 52,173883,2376,21669,7593,00:59:23,6373,1440,UC1000006617,Canal Receitas rápidas 07,223799,Jogos;Culinária;Finanças,dicas;educação;python;passo a passo;economia,"Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver top 7 truques de receitas rápidas — edição 52 com exemplos diretos. Canal: Canal Receitas rápidas 07. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas.",2020-02-12,PUBLICO,PL100006332,Receitas rápidas — Série 3,pt-BR
LG1u2AuUmKN,https://www.youtube.com/watch?v=LG1u2AuUmKN,Top 7 truques de Receitas rápidas — edição 53,181287,2247,5097,55904,00:01:13,4324,720,UC1000006617,Canal Receitas rápidas 07,223799,Tecnologia,economia;review;rotina;música;games;brasil;django,"Canal: Canal Receitas rápidas 07. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver top 7 truques de receitas rápidas — edição 53 com exemplos diretos.",2019-12-08,PUBLICO,PL100006175,Receitas rápidas — Série 1,pt-BR
GcliusRuy9S,https://www.youtube.com/watch?v=GcliusRuy9S,Receitas rápidas: guia completo #54,89176,14168,8395,13187,00:15:29,2543,2160,UC1000006617,Canal Receitas rápidas 07,223799,Viagem;Tecnologia,notícias;educação;música;saúde;brasil,"Neste vídeo, você vai ver receitas rápidas: guia completo #54 com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Receitas rápidas 07. Novos vídeos toda semana.",2023-02-19,PUBLICO,PL100006175,Receitas rápidas — Série 1,pt-BR
TcVR1aO7krm,https://www.youtube.com/watch?v=TcVR1aO7krm,Top 7 truques de Receitas rápidas — edição 55,136449,3817,31026,18074,00:50:33,3924,1440,UC1000006617,Canal Receitas rápidas 07,223799,Ciência,2025;avançado;brasil;python;ciência;tutorial,"Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Receitas rápidas 07. Novos vídeos toda semana. Neste vídeo, você vai ver top 7 truques de receitas rápidas — edição 55 com exemplos diretos.",2020-07-14,PUBLICO,,,pt-PT
JR0jUj_NM0c,https://www.youtube.com/watch?v=JR0jUj_NM0c,Receitas rápidas: guia completo #56,74751,5831,1125,19756,00:41:55,5939,360,UC1000006617,Canal Receitas rápidas 07,223799,Fitness,economia;review;como fazer;carreira;2024;games,"Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Receitas rápidas 07. Novos vídeos toda semana. Neste vídeo, você vai ver receitas rápidas: guia completo #56 com exemplos diretos.",2022-02-06,PUBLICO,PL100006175,Receitas rápidas — Série 1,pt-BR
MMmZfN1lQIg,https://www.youtube.com/watch?v=MMmZfN1lQIg,Receitas rápidas na prática — episódio 57,18021,4,976,369,00:28:42,541,480,UC1000006617,Canal Receitas rápidas 07,223799,Finanças;Música;Tecnologia,como fazer;humor;tecnologia;carreira;empreendedorismo;review,"Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Receitas rápidas 07. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver receitas rápidas na prática — episódio 57 com exemplos diretos.",2020-06-02,PUBLICO,,,en
E0aIy_Eh3BX,https://www.youtube.com/watch?v=E0aIy_Eh3BX,Receitas rápidas na prática — episódio 58,216275,11280,19358,37901,5:3:9,10098,360,UC1000006617,Canal Receitas rápidas 07,223799,Notícias;Fitness;Viagem,dicas;review;treino;carreira;2024;viagem;iniciante,"Canal: Canal Receitas rápidas 07. Novos vídeos toda semana. Neste vídeo, você vai ver receitas rápidas na prática — episódio 58 com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas.",2025-07-04,PUBLICO,PL100006175,Receitas rápidas — Série 1,pt-BR
DFfjYrBJoaA,https://www.youtube.com/watch?v=DFfjYrBJoaA,Receitas rápidas: guia completo #59,217571,27089,6761,9632,00:50:26,4038,720,UC1000006617,Canal Receitas rápidas 07,223799,Notícias;Humor,educação;iniciante;django;humor;2024;tecnologia;aula;música,"Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver receitas rápidas: guia completo #59 com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Receitas rápidas 07. Novos vídeos toda semana.",2021-09-21,PUBLICO,PL100006277,Receitas rápidas — Série 2,en
a37uhh6LA0o,https://www.youtube.com/watch?v=a37uhh6LA0o,Como melhorar em Receitas rápidas (dicas rápidas) [60],36883,725,225,6247,00:37:09,465,720,UC1000006617,Canal Receitas rápidas 07,223799,Ciência;Música,2024;empreendedorismo;iniciante;saúde;treino;notícias;como fazer,"Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver como melhorar em receitas rápidas (dicas rápidas) [60] com exemplos diretos. Canal: Canal Receitas rápidas 07. Novos vídeos toda semana.",2020-06-30,PUBLICO,PL100006175,Receitas rápidas — Série 1,pt-BR
soIVGmINZci,https://www.youtube.com/watch?v=soIVGmINZci,Top 7 truques de Música e violão — edição 1,231947,4633,16010,69457,00:13:29,17312,360,UC1000007303,Canal Música e violão 08,3520387,Educação,música;empreendedorismo;humor;brasil;python;carreira,"Canal: Canal Música e violão 08. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver top 7 truques de música e violão — edição 1 com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois.",2021-03-03,PUBLICO,PL100007275,Música e violão — Série 2,pt-BR
GIzZTmW8zFP,https://www.youtube.com/watch?v=GIzZTmW8zFP,Música e violão: guia completo #2,224866,15446,69794,14914,00:30:24,1076,2160,UC1000007303,Canal Música e violão 08,3520387,Tecnologia,humor;aula;2025;python;tutorial;2024;django;games,"Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Música e violão 08. Novos vídeos toda semana. Neste vídeo, você vai ver música e violão: guia completo #2 com exemplos diretos.",2020-07-09,PUBLICO,PL100007180,Música e violão — Série 1,pt-BR
Gb0pJ5AlREp,https://www.youtube.com/watch?v=Gb0pJ5AlREp,Música e violão: guia completo #3,211134,9802,31615,5644,00:19:54,21538,2160,UC1000007303,Canal Música e violão 08,3520387,Educação;Vlogs;Música,humor;economia;review;passo a passo;rotina;carreira;2025,"Canal: Canal Música e violão 08. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver música e violão: guia completo #3 com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois.",2022-11-30,PRIVADO,PL100007180,Música e violão — Série 1,pt-BR
dmcJywuDfwz,https://www.youtube.com/watch?v=dmcJywuDfwz,Música e violão na prática — episódio 4,51811,1887,3682,1101,00:03:08,1482,480,UC1000007303,Canal Música e violão 08,3520387,Ciência;Fitness,aula;empreendedorismo;passo a passo;como fazer;saúde;treino;dicas,"Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver música e violão na prática — episódio 4 com exemplos diretos. Canal: Canal Música e violão 08. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas.",2024-12-23,PUBLICO,PL100007180,Música e violão — Série 1,pt-PT
uBjt1n3DvIQ,https://www.youtube.com/watch?v=uBjt1n3DvIQ,Erros comuns em Música e violão e como evitar (5),41260,3532,13922,3427,00:55:15,1293,720,UC1000007303,Canal Música e violão 08,3520387,Música;Educação;Humor,avançado;treino;música;brasil;django;passo a passo;carreira,"Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Música e violão 08. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver erros comuns em música e violão e como evitar (5) com exemplos diretos.",2019-08-09,PUBLICO,,,pt-BR
o9YrgxDqEgj,https://www.youtube.com/watch?v=o9YrgxDqEgj,Música e violão na prática — episódio 6,141296,11112,6130,10881,00:38:28,1460,360,UC1000007303,Canal Música e violão 08,3520387,Vlogs;Música,games;2025;empreendedorismo;tecnologia;passo a passo,"Neste vídeo, você vai ver música e violão na prática — episódio 6 com exemplos diretos. Canal: Canal Música e violão 08. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas.",2019-10-20,PUBLICO,PL100007275,Música e violão — Série 2,pt-BR
6vJRdebdddk,https://www.youtube.com/watch?v=6vJRdebdddk,Como melhorar em Música e violão (dicas rápidas) [7],43233,1328,1559,1609,00:30:58,4415,2160,UC1000007303,Canal Música e violão 08,3520387,Educação;Ciência,dicas;viagem;aula;receita;economia;treino;educação;review,"Neste vídeo, você vai ver como melhorar em música e violão (dicas rápidas) [7] com exemplos diretos. Canal: Canal Música e violão 08. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois.",2020-10-14,PUBLICO,PL100007392,Música e violão — Série 3,pt-PT
9K-jtwKfOW8,https://www.youtube.com/watch?v=9K-jtwKfOW8,Música e violão: guia completo #8,132944,430,800,1070,00:17:46,10431,720,UC1000007303,Canal Música e violão 08,3520387,Jogos,iniciante;rotina;aula;treino;games;carreira;review;2025,"Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver música e violão: guia completo #8 com exemplos diretos. Canal: Canal Música e violão 08. Novos vídeos toda semana.",2024-09-26,PUBLICO,PL100007275,Música e violão — Série 2,pt-BR
NvWff8g0AE0,https://www.youtube.com/watch?v=NvWff8g0AE0,Top 7 truques de Música e violão — edição 9,224401,30148,2227,68920,00:13:36,497,720,UC1000007303,Canal Música e violão 08,3520387,Tecnologia,iniciante;notícias;rotina;review;brasil;ciência;dicas,"Neste vídeo, você vai ver top 7 truques de música e violão — edição 9 com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Música e violão 08. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois.",2020-12-27,PUBLICO,,,pt-BR
FyWyiZIFtis,https://www.youtube.com/watch?v=FyWyiZIFtis,Erros comuns em Música e violão e como evitar (10),162286,23789,18724,20152,00:28:49,339,480,UC1000007303,Canal Música e violão 08,3520387,Humor;Culinária,viagem;humor;rotina;python;2024;review,"Canal: Canal Música e violão 08. Novos vídeos toda semana. Neste vídeo, você vai ver erros comuns em música e violão e como evitar (10) com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois.",2024-03-07,PUBLICO,PL100007392,Música e violão — Série 3,pt-PT
XuTVLfxZDVR,https://www.youtube.com/watch?v=XuTVLfxZDVR,Top 7 truques de Música e violão — edição 11,179092,3140,95583,693,00:33:04,6736,720,UC1000007303,Canal Música e violão 08,3520387,Finanças;Viagem,rotina;dicas;música;2025;viagem;review;receita;games,"Neste vídeo, você vai ver top 7 truques de música e violão — edição 11 com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Música e violão 08. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas.",2020-07-03,PUBLICO,PL100007392,Música e violão — Série 3,pt-PT
ReLhLEABATy,https://www.youtube.com/watch?v=ReLhLEABATy,Top 7 truques de Música e violão — edição 12,67558,2001,7270,3348,00:07:08,1228,1080,UC1000007303,Canal Música e violão 08,3520387,Vlogs;Tecnologia;Finanças,produtividade;2024;2025;carreira,"Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Música e violão 08. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver top 7 truques de música e violão — edição 12 com exemplos diretos.",2024-07-10,PUBLICO,PL100007180,Música e violão — Série 1,pt-BR
